class,cap-shape,cap-surface,cap-color,odor,population,habitat
poisonous,convex,scaly,brown,fishy,several,woods
edible,convex,scaly,gray,none,several,woods
poisonous,convex,fibrous,gray,creosote,several,woods
poisonous,convex,fibrous,pink,creosote,several,woods
poisonous,convex,scaly,brown,fishy,several,leaves
poisonous,flat,fibrous,gray,foul,soletary,paths
poisonous,convex,fibrous,yellow,foul,several,grasses
poisonous,convex,smooth,gray,foul,scattered,urban
poisonous,flat,scaly,gray,foul,soletary,paths
poisonous,convex,fibrous,yellow,foul,soletary,woods
poisonous,flat,scaly,gray,foul,soletary,paths
poisonous,flat,fibrous,gray,foul,soletary,woods
poisonous,flat,scaly,gray,foul,soletary,woods
poisonous,convex,scaly,gray,foul,soletary,grasses
poisonous,flat,fibrous,gray,foul,soletary,grasses
poisonous,convex,fibrous,yellow,foul,soletary,grasses
poisonous,flat,fibrous,yellow,foul,several,grasses
poisonous,convex,fibrous,yellow,foul,several,grasses
poisonous,convex,fibrous,yellow,foul,soletary,grasses
poisonous,convex,scaly,yellow,foul,several,grasses
poisonous,flat,smooth,gray,foul,several,urban
poisonous,convex,fibrous,yellow,foul,soletary,grasses
poisonous,flat,fibrous,yellow,foul,soletary,grasses
poisonous,flat,scaly,gray,foul,soletary,woods
poisonous,flat,fibrous,yellow,foul,soletary,woods
poisonous,flat,fibrous,yellow,foul,several,woods
poisonous,convex,scaly,gray,foul,several,paths
poisonous,convex,scaly,gray,foul,soletary,paths
edible,flat,scaly,red,none,several,woods
poisonous,flat,fibrous,yellow,foul,several,woods
poisonous,flat,fibrous,gray,foul,soletary,woods
poisonous,flat,scaly,gray,foul,several,paths
poisonous,convex,fibrous,yellow,foul,several,grasses
poisonous,convex,fibrous,yellow,foul,several,paths
poisonous,convex,fibrous,gray,foul,soletary,woods
poisonous,convex,scaly,yellow,foul,soletary,paths
poisonous,flat,smooth,white,foul,scattered,urban
poisonous,flat,fibrous,yellow,foul,several,grasses
poisonous,flat,fibrous,yellow,foul,several,woods
poisonous,flat,scaly,gray,foul,soletary,paths
poisonous,flat,fibrous,yellow,foul,soletary,woods
poisonous,flat,fibrous,yellow,foul,several,woods
poisonous,flat,fibrous,gray,foul,several,paths
poisonous,convex,scaly,gray,foul,soletary,grasses
poisonous,convex,fibrous,yellow,foul,soletary,paths
poisonous,flat,fibrous,gray,foul,several,grasses
poisonous,convex,fibrous,yellow,foul,soletary,woods
poisonous,flat,scaly,gray,foul,several,woods
poisonous,convex,scaly,yellow,foul,several,woods
poisonous,convex,smooth,white,foul,scattered,grasses
poisonous,flat,fibrous,gray,foul,soletary,grasses
poisonous,convex,smooth,buff,foul,scattered,grasses
poisonous,flat,scaly,gray,foul,several,woods
poisonous,convex,scaly,gray,foul,several,woods
poisonous,convex,fibrous,yellow,foul,soletary,grasses
poisonous,convex,fibrous,yellow,foul,soletary,grasses
poisonous,convex,scaly,yellow,foul,several,grasses
edible,flat,scaly,gray,none,soletary,woods
poisonous,flat,scaly,yellow,foul,soletary,paths
poisonous,convex,scaly,gray,foul,soletary,paths
poisonous,flat,fibrous,yellow,foul,several,grasses
poisonous,flat,scaly,yellow,foul,several,paths
poisonous,flat,fibrous,yellow,foul,soletary,woods
poisonous,convex,scaly,gray,foul,several,paths
poisonous,flat,fibrous,gray,foul,soletary,grasses
poisonous,convex,scaly,gray,foul,soletary,paths
poisonous,convex,fibrous,pink,creosote,scattered,woods
poisonous,convex,scaly,yellow,foul,soletary,woods
poisonous,convex,fibrous,yellow,foul,soletary,grasses
poisonous,flat,fibrous,yellow,foul,soletary,grasses
poisonous,convex,scaly,gray,foul,several,grasses
poisonous,flat,fibrous,gray,foul,several,grasses
poisonous,convex,scaly,gray,foul,several,woods
poisonous,convex,fibrous,yellow,foul,soletary,grasses
poisonous,convex,fibrous,yellow,foul,several,paths
poisonous,convex,scaly,gray,foul,soletary,woods
poisonous,convex,scaly,yellow,foul,several,woods
poisonous,flat,scaly,gray,foul,soletary,paths
poisonous,flat,scaly,gray,foul,several,woods
poisonous,convex,fibrous,yellow,foul,soletary,paths
edible,knobbed,scaly,brown,none,several,leaves
poisonous,flat,fibrous,gray,foul,soletary,paths
poisonous,convex,scaly,yellow,foul,soletary,grasses
poisonous,flat,fibrous,yellow,foul,soletary,grasses
poisonous,convex,scaly,gray,foul,several,woods
poisonous,convex,fibrous,gray,foul,soletary,paths
poisonous,flat,fibrous,yellow,foul,several,grasses
edible,flat,smooth,pink,none,clustered,waster
poisonous,flat,fibrous,yellow,foul,several,paths
poisonous,convex,fibrous,yellow,foul,soletary,woods
poisonous,convex,scaly,gray,foul,soletary,woods
poisonous,flat,scaly,gray,foul,soletary,paths
poisonous,convex,fibrous,yellow,foul,several,woods
poisonous,flat,scaly,gray,foul,soletary,grasses
poisonous,flat,scaly,gray,foul,several,grasses
edible,knobbed,smooth,pink,none,clustered,waster
poisonous,convex,fibrous,yellow,foul,several,woods
poisonous,flat,fibrous,yellow,foul,several,paths
poisonous,flat,fibrous,gray,foul,soletary,paths
poisonous,flat,fibrous,gray,foul,several,grasses
poisonous,convex,fibrous,yellow,foul,soletary,paths
poisonous,flat,fibrous,gray,foul,soletary,paths
poisonous,convex,scaly,gray,foul,soletary,grasses
poisonous,flat,scaly,yellow,foul,soletary,grasses
poisonous,flat,fibrous,gray,foul,soletary,woods
poisonous,convex,fibrous,yellow,foul,several,woods
poisonous,flat,fibrous,gray,foul,several,grasses
poisonous,flat,fibrous,gray,foul,soletary,woods
poisonous,flat,fibrous,yellow,foul,soletary,grasses
edible,flat,scaly,gray,none,soletary,woods
poisonous,flat,scaly,gray,foul,soletary,woods
poisonous,flat,scaly,gray,foul,several,woods
poisonous,flat,scaly,gray,foul,several,grasses
poisonous,convex,scaly,yellow,foul,several,grasses
poisonous,convex,scaly,gray,foul,soletary,grasses
poisonous,convex,scaly,yellow,foul,soletary,paths
poisonous,flat,fibrous,yellow,foul,soletary,woods
poisonous,convex,fibrous,yellow,foul,several,grasses
poisonous,convex,scaly,yellow,foul,soletary,paths
poisonous,flat,fibrous,gray,foul,several,grasses
poisonous,convex,fibrous,yellow,foul,several,woods
poisonous,flat,fibrous,gray,foul,several,grasses
poisonous,flat,scaly,gray,foul,soletary,woods
poisonous,flat,fibrous,gray,foul,soletary,grasses
poisonous,flat,scaly,yellow,foul,several,grasses
poisonous,flat,fibrous,gray,foul,soletary,grasses
poisonous,convex,fibrous,yellow,foul,soletary,paths
poisonous,flat,scaly,gray,foul,soletary,grasses
poisonous,flat,scaly,gray,foul,soletary,grasses
poisonous,flat,scaly,gray,foul,several,paths
edible,convex,scaly,green,none,several,woods
poisonous,flat,scaly,yellow,foul,soletary,grasses
poisonous,convex,fibrous,yellow,foul,soletary,woods
poisonous,convex,scaly,brown,spicy,several,paths
poisonous,flat,scaly,yellow,foul,several,woods
poisonous,knobbed,scaly,brown,none,several,woods
poisonous,flat,fibrous,yellow,foul,soletary,woods
poisonous,convex,scaly,gray,foul,several,woods
poisonous,convex,scaly,gray,foul,soletary,grasses
poisonous,flat,scaly,gray,foul,soletary,grasses
poisonous,convex,fibrous,yellow,foul,several,woods
poisonous,convex,fibrous,gray,foul,several,woods
poisonous,convex,scaly,gray,foul,several,woods
poisonous,convex,scaly,gray,foul,soletary,grasses
poisonous,convex,scaly,gray,foul,soletary,grasses
edible,flat,scaly,red,none,soletary,woods
poisonous,flat,fibrous,yellow,foul,soletary,paths
poisonous,convex,scaly,yellow,foul,several,grasses
poisonous,flat,fibrous,yellow,foul,several,grasses
poisonous,convex,fibrous,yellow,foul,several,paths
poisonous,flat,fibrous,gray,foul,soletary,grasses
poisonous,flat,fibrous,gray,foul,several,grasses
poisonous,convex,scaly,yellow,foul,soletary,grasses
poisonous,flat,smooth,buff,foul,scattered,urban
poisonous,convex,scaly,gray,foul,several,grasses
poisonous,convex,scaly,yellow,foul,several,paths
poisonous,flat,fibrous,gray,foul,several,paths
poisonous,flat,scaly,gray,foul,soletary,woods
poisonous,flat,fibrous,yellow,foul,several,woods
poisonous,flat,scaly,gray,foul,soletary,grasses
poisonous,convex,scaly,gray,foul,several,grasses
edible,convex,smooth,red,none,clustered,waster
poisonous,flat,fibrous,gray,foul,several,woods
poisonous,flat,fibrous,yellow,foul,soletary,woods
poisonous,flat,scaly,gray,foul,soletary,woods
poisonous,convex,scaly,yellow,foul,soletary,paths
poisonous,flat,scaly,gray,foul,several,woods
poisonous,convex,fibrous,yellow,foul,soletary,grasses
poisonous,bell,scaly,white,none,clustered,leaves
poisonous,flat,smooth,buff,foul,several,urban
poisonous,convex,scaly,yellow,foul,soletary,paths
poisonous,flat,scaly,gray,foul,soletary,woods
poisonous,flat,scaly,gray,foul,several,paths
poisonous,flat,scaly,yellow,foul,several,paths
poisonous,flat,fibrous,gray,foul,soletary,woods
poisonous,convex,scaly,yellow,foul,several,woods
poisonous,convex,fibrous,yellow,foul,several,grasses
poisonous,flat,fibrous,gray,foul,soletary,grasses
poisonous,convex,smooth,white,foul,scattered,urban
edible,flat,scaly,gray,none,several,woods
poisonous,convex,scaly,brown,fishy,several,woods
poisonous,flat,scaly,gray,foul,soletary,woods
poisonous,flat,fibrous,gray,foul,soletary,grasses
edible,flat,scaly,red,none,several,woods
edible,convex,scaly,buff,none,clustered,waster
poisonous,convex,scaly,yellow,foul,soletary,grasses
poisonous,convex,scaly,yellow,foul,soletary,woods
poisonous,convex,scaly,yellow,foul,several,paths
poisonous,convex,scaly,yellow,foul,soletary,grasses
poisonous,flat,fibrous,yellow,foul,soletary,grasses
poisonous,flat,scaly,gray,foul,soletary,grasses
poisonous,convex,fibrous,gray,foul,soletary,grasses
poisonous,flat,scaly,yellow,foul,several,grasses
poisonous,convex,scaly,gray,foul,several,grasses
poisonous,convex,scaly,yellow,foul,soletary,grasses
poisonous,flat,scaly,gray,foul,soletary,paths
poisonous,flat,scaly,yellow,foul,soletary,grasses
poisonous,convex,scaly,gray,foul,soletary,woods
poisonous,flat,scaly,gray,foul,several,woods
poisonous,flat,scaly,gray,foul,soletary,paths
edible,convex,scaly,purple,none,soletary,woods
poisonous,convex,fibrous,gray,foul,several,grasses
poisonous,flat,fibrous,yellow,foul,several,grasses
poisonous,flat,fibrous,yellow,foul,soletary,grasses
poisonous,convex,fibrous,yellow,foul,several,grasses
poisonous,flat,fibrous,yellow,foul,several,grasses
poisonous,flat,fibrous,gray,foul,several,grasses
poisonous,flat,scaly,gray,foul,soletary,woods
poisonous,flat,fibrous,gray,foul,several,grasses
poisonous,flat,fibrous,yellow,foul,soletary,woods
poisonous,flat,scaly,yellow,foul,several,paths
poisonous,flat,fibrous,gray,foul,several,paths
poisonous,flat,scaly,gray,foul,soletary,grasses
poisonous,flat,fibrous,yellow,foul,soletary,woods
edible,flat,fibrous,red,none,soletary,woods
poisonous,flat,smooth,buff,foul,several,urban
poisonous,flat,scaly,gray,foul,several,woods
poisonous,flat,fibrous,gray,foul,several,paths
poisonous,convex,scaly,yellow,foul,soletary,grasses
poisonous,flat,fibrous,yellow,foul,soletary,paths
poisonous,flat,scaly,yellow,foul,several,woods
edible,flat,scaly,brown,none,several,woods
poisonous,flat,scaly,yellow,foul,soletary,grasses
edible,convex,smooth,buff,none,clustered,waster
poisonous,convex,scaly,yellow,foul,soletary,grasses
poisonous,convex,fibrous,yellow,foul,soletary,woods
poisonous,convex,scaly,yellow,foul,soletary,grasses
poisonous,flat,scaly,gray,foul,several,paths
edible,flat,fibrous,red,none,soletary,woods
poisonous,flat,fibrous,yellow,foul,several,woods
poisonous,flat,fibrous,yellow,foul,several,grasses
poisonous,convex,scaly,yellow,foul,several,woods
poisonous,convex,fibrous,yellow,foul,several,grasses
poisonous,convex,scaly,brown,fishy,several,woods
poisonous,flat,fibrous,yellow,foul,several,paths
poisonous,convex,scaly,yellow,foul,several,grasses
poisonous,flat,fibrous,yellow,foul,several,paths
poisonous,flat,fibrous,yellow,foul,several,woods
poisonous,flat,scaly,gray,foul,several,paths
poisonous,flat,scaly,gray,foul,several,grasses
poisonous,flat,scaly,gray,foul,several,woods
poisonous,flat,fibrous,gray,foul,several,grasses
poisonous,convex,smooth,gray,creosote,several,woods
poisonous,convex,scaly,yellow,foul,soletary,grasses
poisonous,flat,smooth,gray,foul,scattered,urban
poisonous,convex,scaly,gray,foul,several,grasses
poisonous,convex,scaly,yellow,foul,soletary,paths
poisonous,convex,scaly,yellow,foul,soletary,woods
edible,flat,scaly,gray,none,soletary,woods
poisonous,flat,fibrous,gray,foul,soletary,woods
poisonous,flat,scaly,yellow,foul,several,grasses
poisonous,flat,scaly,gray,foul,soletary,paths
poisonous,convex,scaly,yellow,foul,soletary,grasses
poisonous,convex,scaly,gray,foul,soletary,woods
poisonous,convex,fibrous,yellow,foul,soletary,paths
edible,flat,scaly,brown,none,several,woods
poisonous,convex,scaly,gray,foul,soletary,grasses
poisonous,flat,fibrous,yellow,foul,several,grasses
poisonous,convex,scaly,gray,foul,several,paths
poisonous,convex,scaly,yellow,foul,soletary,grasses
poisonous,flat,fibrous,gray,foul,soletary,paths
poisonous,flat,fibrous,gray,foul,soletary,grasses
poisonous,convex,scaly,yellow,foul,soletary,grasses
edible,knobbed,scaly,buff,none,clustered,waster
poisonous,convex,scaly,yellow,foul,soletary,paths
poisonous,convex,scaly,brown,spicy,several,woods
poisonous,flat,scaly,gray,foul,soletary,paths
poisonous,convex,scaly,gray,foul,soletary,paths
poisonous,flat,scaly,yellow,foul,several,grasses
poisonous,flat,scaly,gray,foul,several,woods
poisonous,flat,fibrous,gray,foul,soletary,grasses
poisonous,flat,scaly,yellow,foul,soletary,grasses
poisonous,convex,fibrous,yellow,foul,soletary,woods
poisonous,convex,smooth,white,foul,several,urban
poisonous,convex,scaly,yellow,foul,several,grasses
poisonous,flat,fibrous,yellow,foul,soletary,paths
poisonous,convex,fibrous,yellow,foul,soletary,grasses
poisonous,convex,scaly,yellow,foul,several,paths
poisonous,flat,scaly,yellow,foul,several,grasses
poisonous,convex,scaly,yellow,foul,soletary,grasses
poisonous,convex,scaly,yellow,foul,several,paths
poisonous,flat,scaly,gray,foul,soletary,paths
poisonous,flat,fibrous,yellow,foul,soletary,paths
poisonous,flat,fibrous,gray,foul,several,paths
edible,flat,scaly,brown,none,soletary,woods
poisonous,convex,scaly,yellow,foul,several,woods
poisonous,convex,scaly,gray,foul,several,paths
poisonous,flat,scaly,gray,foul,several,grasses
poisonous,flat,scaly,gray,foul,several,grasses
poisonous,convex,scaly,yellow,foul,soletary,woods
poisonous,flat,fibrous,gray,foul,several,paths
poisonous,convex,scaly,gray,foul,several,woods
poisonous,convex,scaly,yellow,foul,several,woods
poisonous,convex,fibrous,yellow,foul,soletary,woods
poisonous,flat,fibrous,yellow,foul,soletary,woods
edible,flat,fibrous,cinnamon,none,several,leaves
poisonous,flat,scaly,gray,foul,several,grasses
poisonous,convex,scaly,gray,foul,soletary,paths
poisonous,flat,fibrous,yellow,none,several,woods
poisonous,flat,fibrous,yellow,foul,soletary,paths
poisonous,convex,smooth,gray,foul,several,grasses
edible,flat,smooth,brown,none,clustered,waster
poisonous,convex,scaly,brown,fishy,several,paths
poisonous,convex,smooth,gray,creosote,several,woods
poisonous,convex,fibrous,yellow,foul,soletary,woods
poisonous,flat,scaly,gray,foul,several,grasses
poisonous,flat,scaly,gray,foul,soletary,woods
poisonous,convex,scaly,yellow,foul,several,grasses
poisonous,convex,scaly,yellow,foul,several,grasses
poisonous,convex,scaly,gray,foul,soletary,woods
poisonous,flat,scaly,gray,foul,soletary,woods
poisonous,flat,scaly,gray,foul,soletary,grasses
poisonous,flat,fibrous,yellow,foul,soletary,grasses
poisonous,convex,fibrous,yellow,foul,several,woods
poisonous,flat,fibrous,yellow,foul,several,paths
poisonous,flat,fibrous,gray,foul,soletary,paths
poisonous,flat,fibrous,yellow,foul,soletary,paths
poisonous,flat,scaly,yellow,foul,soletary,woods
poisonous,flat,fibrous,yellow,foul,several,paths
poisonous,flat,fibrous,yellow,foul,several,woods
poisonous,convex,scaly,gray,foul,several,grasses
poisonous,convex,scaly,gray,foul,several,grasses
poisonous,convex,scaly,gray,foul,several,woods
edible,convex,smooth,buff,none,clustered,waster
poisonous,flat,fibrous,gray,foul,several,woods
poisonous,convex,fibrous,yellow,foul,several,woods
poisonous,convex,scaly,brown,spicy,several,leaves
poisonous,convex,scaly,gray,foul,soletary,woods
poisonous,flat,scaly,gray,foul,several,paths
poisonous,flat,scaly,gray,foul,soletary,woods
poisonous,flat,fibrous,yellow,foul,soletary,grasses
poisonous,convex,scaly,yellow,foul,several,woods
poisonous,convex,fibrous,yellow,foul,several,grasses
poisonous,flat,fibrous,gray,foul,soletary,paths
poisonous,convex,scaly,gray,foul,several,paths
poisonous,flat,fibrous,yellow,foul,soletary,grasses
poisonous,convex,fibrous,yellow,foul,soletary,grasses
edible,convex,scaly,purple,none,several,woods
edible,flat,scaly,buff,none,clustered,waster
poisonous,flat,scaly,yellow,foul,soletary,woods
poisonous,convex,scaly,yellow,foul,soletary,paths
poisonous,convex,scaly,gray,foul,several,grasses
poisonous,flat,fibrous,gray,foul,soletary,woods
poisonous,flat,scaly,gray,foul,several,grasses
poisonous,flat,fibrous,gray,foul,soletary,grasses
poisonous,flat,scaly,gray,foul,several,grasses
poisonous,convex,fibrous,yellow,foul,soletary,grasses
poisonous,flat,fibrous,yellow,foul,several,woods
poisonous,flat,fibrous,gray,foul,several,woods
poisonous,flat,scaly,yellow,foul,several,grasses
poisonous,flat,scaly,yellow,foul,soletary,grasses
poisonous,flat,fibrous,gray,foul,several,grasses
poisonous,flat,smooth,buff,foul,several,grasses
poisonous,flat,smooth,white,none,several,meadows
poisonous,convex,scaly,yellow,foul,soletary,paths
poisonous,flat,fibrous,yellow,foul,several,paths
poisonous,flat,scaly,gray,foul,several,grasses
poisonous,convex,scaly,yellow,foul,several,woods
poisonous,convex,fibrous,yellow,foul,several,paths
poisonous,convex,fibrous,yellow,foul,soletary,woods
edible,flat,fibrous,gray,none,several,woods
edible,convex,scaly,purple,none,several,woods
poisonous,convex,scaly,gray,foul,soletary,woods
poisonous,flat,fibrous,yellow,foul,several,grasses
poisonous,convex,scaly,yellow,foul,several,woods
poisonous,flat,scaly,gray,foul,several,woods
poisonous,convex,scaly,yellow,foul,soletary,paths
poisonous,convex,fibrous,yellow,foul,several,woods
poisonous,convex,scaly,yellow,foul,soletary,paths
poisonous,flat,fibrous,yellow,foul,several,grasses
poisonous,convex,scaly,gray,foul,soletary,paths
poisonous,flat,scaly,gray,foul,soletary,grasses
poisonous,flat,scaly,gray,foul,several,paths
poisonous,convex,fibrous,yellow,foul,soletary,paths
edible,flat,fibrous,red,none,several,woods
poisonous,convex,scaly,yellow,foul,soletary,woods
poisonous,flat,fibrous,gray,foul,several,woods
poisonous,convex,scaly,gray,foul,soletary,paths
poisonous,flat,scaly,gray,foul,several,paths
poisonous,flat,fibrous,gray,foul,soletary,paths
poisonous,flat,fibrous,gray,foul,soletary,woods
poisonous,flat,fibrous,gray,foul,several,grasses
poisonous,flat,scaly,gray,foul,soletary,woods
poisonous,flat,fibrous,yellow,foul,several,woods
poisonous,convex,fibrous,yellow,foul,soletary,woods
poisonous,convex,scaly,gray,foul,several,paths
poisonous,convex,scaly,gray,foul,soletary,paths
poisonous,convex,fibrous,white,creosote,several,woods
poisonous,flat,fibrous,gray,foul,soletary,woods
poisonous,convex,fibrous,yellow,foul,several,paths
poisonous,flat,scaly,gray,foul,several,woods
poisonous,convex,fibrous,yellow,foul,several,grasses
poisonous,flat,scaly,gray,foul,several,woods
poisonous,flat,scaly,gray,foul,several,woods
poisonous,flat,fibrous,yellow,foul,soletary,paths
poisonous,convex,scaly,gray,foul,several,grasses
poisonous,flat,scaly,yellow,foul,several,grasses
poisonous,flat,fibrous,yellow,foul,soletary,paths
poisonous,convex,fibrous,yellow,foul,several,woods
poisonous,flat,fibrous,yellow,foul,several,grasses
poisonous,convex,scaly,yellow,foul,soletary,paths
poisonous,flat,fibrous,yellow,foul,soletary,woods
poisonous,convex,fibrous,yellow,foul,several,grasses
poisonous,flat,scaly,gray,foul,soletary,woods
poisonous,flat,fibrous,gray,foul,soletary,woods
poisonous,flat,fibrous,yellow,foul,several,grasses
poisonous,flat,fibrous,gray,foul,several,woods
poisonous,flat,fibrous,gray,foul,soletary,grasses
poisonous,flat,fibrous,yellow,foul,several,woods
poisonous,convex,scaly,yellow,foul,soletary,woods
poisonous,convex,scaly,yellow,foul,several,woods
poisonous,flat,fibrous,yellow,foul,soletary,woods
poisonous,convex,scaly,yellow,foul,several,woods
poisonous,convex,scaly,yellow,foul,several,grasses
poisonous,convex,scaly,brown,fishy,several,woods
edible,flat,scaly,buff,none,clustered,waster
poisonous,convex,fibrous,yellow,foul,several,grasses
poisonous,convex,scaly,yellow,foul,soletary,woods
poisonous,flat,scaly,gray,foul,soletary,woods
poisonous,convex,scaly,yellow,foul,soletary,woods
poisonous,flat,scaly,gray,foul,several,paths
poisonous,flat,scaly,gray,foul,soletary,woods
poisonous,flat,fibrous,gray,foul,several,paths
poisonous,convex,fibrous,yellow,foul,several,paths
poisonous,flat,fibrous,yellow,foul,soletary,grasses
poisonous,flat,fibrous,yellow,foul,soletary,woods
poisonous,flat,scaly,gray,foul,several,paths
poisonous,flat,scaly,gray,foul,soletary,grasses
poisonous,flat,fibrous,gray,foul,soletary,grasses
poisonous,flat,scaly,gray,foul,several,woods
poisonous,flat,fibrous,gray,foul,several,woods
poisonous,flat,scaly,gray,foul,several,paths
poisonous,convex,fibrous,gray,creosote,scattered,woods
poisonous,flat,smooth,buff,foul,several,grasses
edible,flat,fibrous,red,none,several,woods
poisonous,convex,scaly,yellow,foul,several,paths
poisonous,convex,scaly,gray,foul,soletary,woods
poisonous,flat,scaly,gray,foul,several,grasses
edible,flat,fibrous,gray,none,several,woods
poisonous,convex,scaly,yellow,foul,soletary,woods
poisonous,convex,scaly,yellow,foul,several,paths
poisonous,flat,fibrous,yellow,foul,soletary,paths
poisonous,convex,fibrous,yellow,foul,several,paths
poisonous,convex,fibrous,yellow,foul,soletary,woods
poisonous,convex,scaly,gray,foul,several,grasses
poisonous,flat,smooth,white,foul,scattered,urban
poisonous,convex,scaly,gray,foul,several,woods
poisonous,convex,fibrous,yellow,foul,several,grasses
poisonous,flat,scaly,gray,foul,soletary,paths
poisonous,convex,scaly,gray,foul,several,paths
poisonous,convex,fibrous,yellow,foul,several,woods
edible,flat,scaly,purple,none,several,woods
poisonous,flat,fibrous,yellow,foul,soletary,woods
poisonous,flat,scaly,gray,foul,several,grasses
poisonous,convex,scaly,yellow,foul,soletary,grasses
poisonous,flat,fibrous,gray,foul,soletary,grasses
edible,flat,scaly,brown,none,soletary,woods
poisonous,convex,fibrous,yellow,foul,several,paths
poisonous,flat,fibrous,gray,foul,soletary,woods
poisonous,convex,scaly,gray,foul,soletary,paths
poisonous,flat,fibrous,yellow,foul,soletary,grasses
poisonous,convex,fibrous,yellow,foul,several,woods
poisonous,convex,scaly,yellow,foul,several,paths
poisonous,convex,fibrous,yellow,foul,several,paths
poisonous,flat,scaly,gray,foul,several,grasses
poisonous,convex,smooth,white,foul,scattered,urban
edible,flat,scaly,red,none,clustered,waster
edible,convex,scaly,purple,none,soletary,woods
poisonous,convex,scaly,yellow,foul,several,grasses
poisonous,convex,scaly,gray,foul,soletary,woods
poisonous,convex,fibrous,yellow,foul,soletary,paths
poisonous,flat,fibrous,gray,foul,soletary,woods
poisonous,convex,scaly,gray,foul,soletary,paths
poisonous,flat,fibrous,gray,foul,soletary,grasses
poisonous,flat,fibrous,yellow,foul,soletary,grasses
poisonous,convex,scaly,gray,foul,soletary,paths
poisonous,flat,scaly,gray,foul,soletary,paths
edible,flat,smooth,pink,none,clustered,waster
poisonous,flat,fibrous,gray,foul,soletary,paths
poisonous,convex,scaly,yellow,foul,soletary,paths
poisonous,convex,scaly,gray,foul,soletary,paths
poisonous,flat,fibrous,yellow,foul,several,grasses
poisonous,convex,fibrous,yellow,foul,soletary,woods
poisonous,flat,scaly,gray,foul,soletary,woods
poisonous,flat,scaly,yellow,foul,soletary,paths
poisonous,convex,scaly,gray,foul,soletary,grasses
poisonous,convex,scaly,gray,foul,soletary,woods
poisonous,flat,fibrous,yellow,foul,soletary,paths
poisonous,flat,fibrous,gray,foul,soletary,woods
poisonous,convex,scaly,gray,foul,soletary,paths
poisonous,flat,fibrous,yellow,foul,several,paths
poisonous,flat,scaly,gray,foul,several,woods
poisonous,convex,scaly,gray,foul,soletary,grasses
poisonous,flat,fibrous,gray,foul,several,woods
poisonous,convex,scaly,gray,foul,soletary,grasses
poisonous,flat,fibrous,gray,foul,several,woods
poisonous,convex,scaly,yellow,foul,soletary,paths
poisonous,convex,fibrous,yellow,foul,soletary,grasses
poisonous,convex,scaly,gray,foul,several,paths
poisonous,flat,fibrous,yellow,foul,several,paths
edible,flat,scaly,brown,none,soletary,woods
poisonous,flat,fibrous,gray,foul,soletary,woods
poisonous,convex,scaly,yellow,foul,soletary,paths
poisonous,convex,smooth,gray,foul,scattered,grasses
poisonous,flat,scaly,yellow,foul,several,paths
poisonous,convex,scaly,yellow,foul,several,paths
poisonous,convex,fibrous,white,creosote,scattered,woods
poisonous,convex,fibrous,yellow,foul,soletary,woods
poisonous,flat,smooth,buff,foul,scattered,urban
poisonous,convex,scaly,yellow,foul,soletary,grasses
poisonous,convex,scaly,gray,foul,soletary,woods
poisonous,flat,fibrous,yellow,foul,soletary,grasses
poisonous,flat,smooth,pink,none,several,grasses
poisonous,flat,smooth,buff,foul,several,urban
poisonous,convex,scaly,gray,foul,several,grasses
poisonous,convex,scaly,gray,foul,soletary,grasses
poisonous,convex,scaly,gray,foul,several,grasses
poisonous,flat,fibrous,gray,foul,soletary,paths
poisonous,flat,fibrous,gray,foul,several,paths
poisonous,convex,fibrous,yellow,foul,soletary,paths
poisonous,flat,fibrous,yellow,foul,several,paths
edible,flat,scaly,purple,none,several,woods
poisonous,convex,fibrous,yellow,foul,soletary,grasses
edible,flat,fibrous,red,none,several,woods
poisonous,flat,fibrous,yellow,foul,soletary,grasses
poisonous,convex,fibrous,yellow,foul,several,grasses
poisonous,convex,scaly,brown,foul,several,leaves
poisonous,convex,scaly,gray,foul,soletary,grasses
poisonous,convex,fibrous,yellow,foul,soletary,woods
poisonous,flat,fibrous,gray,foul,soletary,grasses
poisonous,convex,scaly,gray,foul,several,paths
poisonous,convex,scaly,gray,foul,soletary,grasses
poisonous,convex,fibrous,yellow,foul,soletary,woods
poisonous,flat,fibrous,yellow,foul,soletary,grasses
poisonous,flat,scaly,gray,foul,several,paths
poisonous,flat,scaly,gray,foul,soletary,grasses
edible,flat,scaly,brown,none,soletary,woods
poisonous,convex,scaly,yellow,foul,several,grasses
edible,flat,fibrous,red,none,soletary,woods
poisonous,convex,fibrous,yellow,foul,soletary,woods
poisonous,convex,scaly,gray,foul,soletary,paths
poisonous,flat,scaly,gray,foul,soletary,paths
poisonous,convex,fibrous,yellow,foul,soletary,paths
poisonous,flat,fibrous,gray,foul,several,woods
poisonous,flat,fibrous,gray,foul,several,woods
poisonous,flat,scaly,gray,foul,soletary,paths
poisonous,flat,scaly,gray,foul,soletary,grasses
poisonous,convex,fibrous,yellow,foul,several,woods
poisonous,convex,scaly,yellow,foul,soletary,paths
poisonous,flat,fibrous,yellow,foul,several,woods
poisonous,convex,scaly,gray,foul,soletary,woods
poisonous,flat,fibrous,yellow,foul,soletary,paths
poisonous,flat,scaly,gray,foul,several,woods
poisonous,convex,fibrous,pink,creosote,scattered,woods
poisonous,flat,fibrous,yellow,foul,several,woods
poisonous,convex,scaly,gray,foul,several,woods
poisonous,convex,scaly,yellow,foul,soletary,grasses
poisonous,convex,scaly,gray,foul,several,woods
